loan_id|bought_home_before|credit_score|dti|is_insured|ltv|multi_borrowers|orig_rate|prop_type|purpose|state|delq
F105Q1263492|1|686|30|0|54|1|5.25|Planned unit development|Cash-out refinance|others|0
F105Q1263703|1|786|24|0|44|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263719|1|812|19|0|26|0|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263724|1|775|39|0|62|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263746|1|804|23|0|35|0|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263757|1|790|28|0|63|1|5.125|1-4 Fee simple|Cash-out refinance|NY|0
F105Q1263768|1|765|27|0|50|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263814|1|736|27|0|63|0|6.0|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263912|1|782|38|0|42|1|4.75|Planned unit development|No cash-out refinance|others|0
F105Q1263913|1|723|54|0|24|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263914|1|606|26|0|80|1|4.75|1-4 Fee simple|Purchase|others|0
F105Q1263915|1|770|36|0|32|1|4.75|1-4 Fee simple|Purchase|others|0
F105Q1263916|1|791|46|0|48|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263917|1|788|26|0|78|1|4.75|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1263918|1|766|29|0|48|1|4.75|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263919|1|737|46|0|76|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263920|1|690|44|0|77|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263921|1|809|17|0|72|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263922|1|732|22|0|49|1|4.75|1-4 Fee simple|No cash-out refinance|WI|0
F105Q1263923|1|716|41|0|67|1|4.75|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263924|1|805|15|0|50|0|4.75|Condo|No cash-out refinance|others|0
F105Q1263925|1|742|29|0|80|1|4.75|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263926|1|679|45|0|40|0|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263927|1|662|21|0|37|1|4.75|1-4 Fee simple|Purchase|CO|0
F105Q1263928|1|776|51|0|30|1|4.75|Planned unit development|No cash-out refinance|others|0
F105Q1263929|1|677|35|0|29|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263930|1|686|29|0|24|1|4.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263931|1|751|28|0|58|0|4.75|Planned unit development|No cash-out refinance|GA|0
F105Q1263943|1|652|31|0|39|0|5.125|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263961|1|696|39|0|68|0|4.625|1-4 Fee simple|Cash-out refinance|MN|0
F105Q1263962|1|765|19|0|40|1|4.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263963|1|767|54|0|69|1|4.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263964|1|771|15|0|38|1|4.625|1-4 Fee simple|Cash-out refinance|MN|0
F105Q1263965|1|724|17|0|49|0|4.625|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263966|1|772|24|0|34|1|4.625|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263967|1|776|19|0|34|1|4.625|1-4 Fee simple|No cash-out refinance|MN|0
F105Q1263968|1|779|38|0|61|0|4.5|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263969|1|787|28|0|73|0|4.5|Planned unit development|No cash-out refinance|AL|0
F105Q1263970|1|778|41|0|26|0|4.375|1-4 Fee simple|Cash-out refinance|MN|0
F105Q1263971|1|628|40|0|80|1|4.625|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263986|1|786|20|0|52|1|4.5|1-4 Fee simple|Cash-out refinance|TN|0
F105Q1263987|1|796|43|0|76|1|4.625|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263988|1|773|37|0|52|1|4.625|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263989|1|797|46|0|35|1|4.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263990|1|796|27|0|53|1|4.625|Planned unit development|No cash-out refinance|others|0
F105Q1263991|1|803|52|0|38|0|4.625|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263992|1|711|34|0|71|1|4.5|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263993|1|746|42|0|80|1|4.375|1-4 Fee simple|Purchase|others|0
F105Q1263994|1|799|15|0|33|1|4.375|1-4 Fee simple|No cash-out refinance|CO|0
F105Q1263995|1|801|44|0|76|1|4.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263996|1|638|46|0|49|0|4.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1263997|1|811|21|0|69|1|4.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263998|1|809|22|0|31|1|4.5|1-4 Fee simple|Cash-out refinance|others|0
F105Q1263999|1|713|58|0|69|1|4.625|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264022|1|635|39|0|71|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264025|1|799|20|0|59|1|5.5|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264073|1|806|43|0|33|1|5.375|1-4 Fee simple|Cash-out refinance|CA|0
F105Q1264084|1|704|34|0|70|1|5.375|Manufactured housing|No cash-out refinance|others|0
F105Q1264085|1|752|999|0|35|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264086|1|600|41|0|37|0|5.375|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264087|1|757|13|0|10|0|5.375|1-4 Fee simple|No cash-out refinance|CA|1
F105Q1264088|1|728|21|0|30|0|5.375|1-4 Fee simple|No cash-out refinance|MN|0
F105Q1264089|1|810|40|0|25|0|5.375|1-4 Fee simple|No cash-out refinance|CA|0
F105Q1264090|1|688|24|0|41|0|5.375|1-4 Fee simple|Cash-out refinance|TN|0
F105Q1264091|1|725|64|0|41|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264097|1|747|28|0|42|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264147|1|599|23|0|58|1|5.5|1-4 Fee simple|No cash-out refinance|MI|0
F105Q1264155|1|731|16|0|54|0|5.25|1-4 Fee simple|No cash-out refinance|CA|0
F105Q1264156|1|658|44|0|80|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264247|1|675|27|0|33|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264249|1|699|40|0|35|1|4.625|1-4 Fee simple|Cash-out refinance|PR|0
F105Q1264254|1|756|21|0|38|1|4.25|1-4 Fee simple|No cash-out refinance|PR|0
F105Q1264275|1|807|64|0|54|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264323|1|736|30|0|72|1|5.75|Planned unit development|No cash-out refinance|CO|0
F105Q1264332|0|779|25|0|36|1|5.125|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264345|1|759|58|0|59|1|4.95|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264348|1|728|32|0|39|1|4.375|1-4 Fee simple|Cash-out refinance|PR|0
F105Q1264354|1|786|27|0|62|1|4.875|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264355|1|804|34|0|80|0|4.875|1-4 Fee simple|Purchase|MN|0
F105Q1264356|1|739|50|0|60|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264357|1|781|43|0|75|0|4.875|Condo|Cash-out refinance|others|0
F105Q1264358|1|751|26|0|39|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264359|1|783|12|0|63|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264360|1|792|26|0|23|1|4.875|1-4 Fee simple|Cash-out refinance|MN|0
F105Q1264361|1|803|31|0|80|1|5.125|1-4 Fee simple|No cash-out refinance|TN|0
F105Q1264362|1|803|36|0|79|1|5.125|1-4 Fee simple|No cash-out refinance|TN|0
F105Q1264363|1|656|31|0|69|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264364|1|698|39|0|52|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264365|1|656|36|0|39|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264366|1|803|33|0|56|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264367|1|796|35|0|63|1|4.875|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264368|1|750|43|0|40|1|5.0|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264369|1|709|23|0|29|0|4.875|Planned unit development|No cash-out refinance|others|0
F105Q1264370|1|753|30|0|18|0|4.875|1-4 Fee simple|Cash-out refinance|CA|0
F105Q1264371|1|667|12|0|80|0|4.95|1-4 Fee simple|Purchase|others|0
F105Q1264372|1|766|47|0|46|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264373|1|752|36|0|70|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264374|1|648|30|0|80|1|5.0|1-4 Fee simple|No cash-out refinance|TN|0
F105Q1264375|1|782|46|0|48|1|5.25|Planned unit development|Cash-out refinance|others|0
F105Q1264376|1|761|23|0|60|1|4.95|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264377|1|813|13|0|61|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264378|1|731|25|0|65|1|4.875|1-4 Fee simple|No cash-out refinance|WI|0
F105Q1264379|1|736|16|0|73|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264380|1|780|10|0|52|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264381|1|742|28|0|15|1|4.875|1-4 Fee simple|Cash-out refinance|CA|0
F105Q1264382|1|740|46|0|59|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264383|1|814|17|0|34|1|4.875|1-4 Fee simple|No cash-out refinance|WI|0
F105Q1264384|1|781|15|0|47|1|5.0|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264385|1|779|40|0|64|1|4.875|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264386|1|813|26|0|68|0|4.875|Condo|Cash-out refinance|others|0
F105Q1264387|1|625|46|0|70|1|4.95|Planned unit development|Cash-out refinance|GA|0
F105Q1264388|1|795|14|0|47|1|4.875|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264389|1|723|47|1|85|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264390|1|773|25|0|51|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264391|1|786|41|0|58|1|5.125|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264392|1|801|32|0|30|0|4.875|Planned unit development|No cash-out refinance|GA|0
F105Q1264393|1|705|52|1|89|0|4.875|1-4 Fee simple|Cash-out refinance|CO|1
F105Q1264394|1|801|52|0|28|0|4.875|Planned unit development|No cash-out refinance|GA|0
F105Q1264395|1|631|22|0|33|0|4.875|Planned unit development|No cash-out refinance|others|0
F105Q1264396|1|772|50|0|33|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264397|1|650|54|0|27|0|4.875|1-4 Fee simple|No cash-out refinance|WI|0
F105Q1264398|1|757|17|0|76|0|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264399|1|764|28|0|59|1|4.875|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264400|1|771|13|0|39|1|5.0|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264401|1|760|21|0|40|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264402|1|790|25|0|45|1|4.875|1-4 Fee simple|No cash-out refinance|WI|0
F105Q1264403|1|756|64|0|80|0|4.875|1-4 Fee simple|Purchase|others|0
F105Q1264404|1|768|15|0|54|1|4.875|Planned unit development|No cash-out refinance|FL|0
F105Q1264405|1|770|41|0|36|1|4.875|1-4 Fee simple|Cash-out refinance|MN|1
F105Q1264406|1|800|36|0|33|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264407|1|720|58|1|87|1|4.875|1-4 Fee simple|No cash-out refinance|others|1
F105Q1264408|1|734|44|0|59|0|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264409|1|680|21|0|50|0|5.0|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264410|1|740|55|0|59|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264411|1|706|11|0|25|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264412|1|657|22|0|63|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264413|1|707|16|0|40|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264414|1|759|64|0|36|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264415|1|749|34|0|52|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264449|1|705|15|0|8|0|5.29|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264559|1|656|23|0|49|1|5.25|1-4 Fee simple|No cash-out refinance|CA|0
F105Q1264655|1|758|64|0|78|0|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264683|1|698|41|0|54|1|5.375|1-4 Fee simple|Cash-out refinance|WI|0
F105Q1264725|1|747|31|0|31|1|5.25|1-4 Fee simple|No cash-out refinance|CA|0
F105Q1264749|1|615|44|0|59|1|4.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264750|1|690|22|0|69|1|4.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264759|0|773|25|0|56|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264808|0|752|48|0|74|1|5.375|1-4 Fee simple|Cash-out refinance|FL|0
F105Q1264907|1|808|17|0|49|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264919|0|703|44|0|62|1|5.125|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264928|1|723|18|0|49|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264965|1|688|37|0|28|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264975|1|774|45|0|19|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1264980|1|756|61|0|42|1|5.0|1-4 Fee simple|Cash-out refinance|TN|0
F105Q1264981|1|773|45|0|42|1|4.875|1-4 Fee simple|No cash-out refinance|TN|0
F105Q1264984|1|705|42|0|59|1|5.125|1-4 Fee simple|No cash-out refinance|NY|0
F105Q1264985|1|686|28|0|43|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1264986|1|808|11|0|43|0|5.125|Condo|No cash-out refinance|MI|0
F105Q1264987|1|774|34|0|46|1|5.0|1-4 Fee simple|Cash-out refinance|DC|1
F105Q1264988|1|778|32|0|53|1|5.0|1-4 Fee simple|Purchase|others|0
F105Q1264989|1|813|18|0|34|0|5.125|Condo|Cash-out refinance|NY|0
F105Q1264990|1|792|12|0|15|1|5.25|Condo|Purchase|others|0
F105Q1264991|1|654|27|0|80|0|5.125|1-4 Fee simple|Purchase|LA|0
F105Q1264992|1|790|19|0|20|0|5.25|1-4 Fee simple|Cash-out refinance|LA|0
F105Q1265039|1|737|42|0|53|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265040|1|660|32|0|46|0|5.25|1-4 Fee simple|Cash-out refinance|AL|0
F105Q1265041|1|813|36|0|62|0|5.25|1-4 Fee simple|Cash-out refinance|GA|0
F105Q1265042|1|785|49|0|32|1|5.25|Condo|Cash-out refinance|CA|0
F105Q1265043|1|779|26|0|41|1|5.125|1-4 Fee simple|No cash-out refinance|MN|0
F105Q1265044|1|750|14|0|67|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265045|1|700|34|0|52|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265046|1|789|23|0|35|0|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265047|1|781|57|0|43|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265048|1|789|999|0|36|0|5.25|1-4 Fee simple|Cash-out refinance|NY|0
F105Q1265049|1|783|32|0|31|0|5.125|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265050|1|770|31|0|72|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265051|1|712|30|0|48|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265052|1|683|19|0|14|1|5.25|1-4 Fee simple|No cash-out refinance|FL|0
F105Q1265053|1|796|35|0|50|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265054|1|807|10|0|37|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265055|1|644|16|0|32|1|5.0|1-4 Fee simple|Cash-out refinance|LA|0
F105Q1265056|1|737|17|0|80|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265057|1|766|28|0|80|0|5.125|1-4 Fee simple|Purchase|others|0
F105Q1265058|1|799|14|0|35|0|5.125|Condo|Purchase|others|0
F105Q1265059|1|726|55|0|47|1|5.25|1-4 Fee simple|Cash-out refinance|FL|0
F105Q1265060|1|707|38|0|29|0|4.875|1-4 Fee simple|Purchase|others|0
F105Q1265061|1|783|20|0|37|1|5.125|Planned unit development|Purchase|others|0
F105Q1265062|1|803|25|0|45|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265063|1|748|30|0|49|0|5.25|1-4 Fee simple|No cash-out refinance|LA|0
F105Q1265064|1|691|20|0|40|1|5.0|1-4 Fee simple|No cash-out refinance|GA|0
F105Q1265065|1|768|39|0|70|1|5.25|1-4 Fee simple|No cash-out refinance|TN|0
F105Q1265066|1|717|16|0|33|1|5.25|1-4 Fee simple|No cash-out refinance|NY|0
F105Q1265067|1|700|27|0|46|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265068|1|664|49|0|68|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265069|1|722|44|0|70|0|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265070|1|813|32|0|17|1|5.25|1-4 Fee simple|No cash-out refinance|CA|0
F105Q1265071|1|782|40|0|32|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265072|1|639|46|0|62|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265073|1|730|19|0|31|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265074|1|714|45|0|42|0|4.875|1-4 Fee simple|No cash-out refinance|FL|0
F105Q1265075|1|714|19|0|63|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265076|1|698|25|0|64|1|5.0|Condo|No cash-out refinance|others|0
F105Q1265077|1|739|24|0|62|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265078|1|776|20|0|41|1|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265079|1|699|40|0|64|0|5.0|1-4 Fee simple|No cash-out refinance|NY|0
F105Q1265080|1|715|44|0|50|0|4.875|1-4 Fee simple|No cash-out refinance|AL|0
F105Q1265081|1|806|27|0|50|1|5.25|1-4 Fee simple|Cash-out refinance|MN|0
F105Q1265082|1|755|28|0|23|0|5.25|Planned unit development|No cash-out refinance|FL|0
F105Q1265083|1|802|18|0|48|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265084|1|736|13|0|40|1|5.25|1-4 Fee simple|Purchase|others|0
F105Q1265085|1|700|44|0|72|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265086|1|754|26|0|42|0|5.125|1-4 Fee simple|No cash-out refinance|GA|0
F105Q1265087|1|700|42|0|55|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265088|1|777|36|0|45|0|5.125|1-4 Fee simple|No cash-out refinance|FL|0
F105Q1265089|1|793|27|0|59|1|5.125|1-4 Fee simple|No cash-out refinance|MI|0
F105Q1265090|1|688|17|0|32|1|4.875|1-4 Fee simple|Cash-out refinance|MN|0
F105Q1265091|1|750|33|0|78|0|5.25|Planned unit development|Cash-out refinance|others|0
F105Q1265092|1|809|26|0|51|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265093|1|718|44|0|52|1|5.25|1-4 Fee simple|No cash-out refinance|GA|0
F105Q1265094|1|750|34|0|49|0|4.875|1-4 Fee simple|Cash-out refinance|GA|0
F105Q1265095|1|653|38|0|13|0|5.25|1-4 Fee simple|No cash-out refinance|FL|0
F105Q1265096|1|787|14|0|80|0|4.875|Planned unit development|Purchase|others|0
F105Q1265097|1|796|26|0|38|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265098|1|704|26|0|58|1|5.25|1-4 Fee simple|No cash-out refinance|MI|0
F105Q1265099|1|629|28|0|23|0|4.875|1-4 Fee simple|Cash-out refinance|FL|0
F105Q1265100|1|817|17|0|42|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265101|1|708|38|0|23|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265102|1|766|27|0|69|0|5.0|1-4 Fee simple|Purchase|TN|0
F105Q1265103|1|722|41|0|71|1|5.25|1-4 Fee simple|No cash-out refinance|others|1
F105Q1265104|1|718|14|0|67|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265105|1|666|36|0|67|1|5.25|1-4 Fee simple|No cash-out refinance|TN|0
F105Q1265106|1|802|49|0|27|0|5.125|1-4 Fee simple|Cash-out refinance|CO|0
F105Q1265107|1|700|15|0|41|0|5.0|1-4 Fee simple|No cash-out refinance|GA|0
F105Q1265108|1|806|11|0|26|1|5.0|1-4 Fee simple|No cash-out refinance|CA|0
F105Q1265109|1|794|13|0|25|1|4.875|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265110|1|794|25|0|32|0|5.25|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265111|1|760|15|0|53|1|5.25|1-4 Fee simple|No cash-out refinance|GA|0
F105Q1265112|1|675|999|0|75|0|5.25|1-4 Fee simple|No cash-out refinance|GA|1
F105Q1265113|1|776|28|0|50|1|4.875|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265114|1|731|34|0|44|1|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265115|1|732|43|0|22|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265116|1|771|30|0|63|0|5.0|1-4 Fee simple|Cash-out refinance|TN|0
F105Q1265117|1|749|7|0|58|1|5.125|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265118|1|707|40|0|47|0|5.25|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265119|1|735|30|0|78|1|5.25|1-4 Fee simple|No cash-out refinance|others|1
F105Q1265121|1|790|43|0|38|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265122|1|701|14|1|90|1|5.5|1-4 Fee simple|Purchase|others|0
F105Q1265123|1|804|33|0|34|0|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265124|1|809|27|0|24|0|5.375|Co-op|Purchase|NY|0
F105Q1265300|1|804|24|0|27|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265301|1|700|18|0|51|0|5.5|1-4 Fee simple|No cash-out refinance|GA|0
F105Q1265302|1|811|18|0|70|1|5.75|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265303|1|780|41|0|39|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265304|1|781|41|0|34|0|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265305|1|737|25|0|34|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265306|1|638|31|0|58|0|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265307|1|590|41|0|46|0|5.75|Condo|Cash-out refinance|CA|0
F105Q1265308|1|632|25|0|34|0|5.5|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265309|1|724|7|0|80|1|5.5|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265310|1|739|54|0|70|1|5.375|1-4 Fee simple|Cash-out refinance|AL|0
F105Q1265311|1|729|58|0|52|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265312|1|700|11|0|40|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265313|1|675|26|0|48|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265314|1|770|23|0|37|1|5.375|1-4 Fee simple|No cash-out refinance|AL|0
F105Q1265315|1|595|38|0|70|0|5.75|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265316|1|744|34|0|40|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265317|1|774|42|0|61|0|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265318|1|752|11|0|74|0|5.5|Planned unit development|Cash-out refinance|others|0
F105Q1265319|1|794|37|0|66|0|5.375|1-4 Fee simple|No cash-out refinance|FL|0
F105Q1265320|1|731|31|0|63|0|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265321|1|694|23|0|36|1|5.75|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265322|1|657|40|1|89|0|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265323|1|794|30|0|25|1|5.375|1-4 Fee simple|Cash-out refinance|others|0
F105Q1265324|1|746|27|0|47|1|5.5|1-4 Fee simple|No cash-out refinance|MN|0
F105Q1265325|1|700|34|0|72|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265326|1|813|18|0|22|1|5.5|Planned unit development|No cash-out refinance|others|0
F105Q1265327|1|714|43|0|67|1|5.75|1-4 Fee simple|Cash-out refinance|CA|0
F105Q1265328|1|708|32|0|80|0|5.5|Condo|No cash-out refinance|FL|0
F105Q1265329|1|785|14|0|9|1|5.375|1-4 Fee simple|No cash-out refinance|FL|0
F105Q1265330|1|700|17|0|42|1|5.5|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265331|1|784|24|0|39|1|5.5|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265332|0|613|41|0|47|0|5.375|1-4 Fee simple|Purchase|others|0
F105Q1265333|1|700|45|0|35|1|5.375|1-4 Fee simple|No cash-out refinance|others|0
F105Q1265334|1|760|9|0|35|0|5.75|1-4 Fee simple|Cash-out refinance|others|1
F105Q1265335|1|656|41|0|40|1|5.375|1-4 Fee simple|No cash-out refinance|others|1
